Brand Names,Buyer Classification,Buyer Sector,Buyer HQ Location,Buyer HQ Region,Cum. Retirements,"Cum. Share, %",Last 5 Years Retirements,"Last 5 Years Share, %",2019,2020,2021,2022,2023,2024,Repeat Tx count,Average purchase per year,Last 2 Years Purchases,Purchases before Last 2 Years,Last 2 Years gain vs prior
Richter Premium Hotelservice GmbH,Hospitality,Travel & Tourism,Germany,Europe,100,0.00%,100,0.00%,,,,,,100,0,100,100,0,100.00%
Ricoh,Technology/Office Equipment,Technology/Telecommunications,Japan,Asia,982,0.00%,982,0.00%,,,,,982,,1,982,982,0,100.00%
Rider Levett Bucknall,Construction/Real Estate,Construction/Engineering,Australia,Oceania,401,0.00%,401,0.00%,,,,,401,,1,401,401,0,100.00%
Riegos de Chiriquí,Agriculture,Agriculture/Agribusiness/Resources,Panama,North America,20,0.00%,20,0.00%,,,,,20,,1,20,20,0,100.00%
Riello,Electrical Equipment & Parts,Manufacturing/Engineering,Italy,Europe,170,0.00%,170,0.00%,,,,,,170,0,170,170,0,100.00%
Righetti,Food and Beverage,Food and Beverage,Costa Rica,North America,32,0.00%,18,0.00%,18,,,,,,1,18,0,32,0.00%
Rightmove,Real Estate/Property,Construction/Engineering,United Kingdom,Europe,524,0.00%,524,0.00%,,,,,524,,1,524,524,0,100.00%
Riksbyggen,Real Estate/Property Management,Construction/Engineering,Sweden,Europe,"1,989",0.00%,"1,989",0.00%,"1,035",954,,,,,2,995,0,"1,989",0.00%
Riksdagstrycket,Government,Non-profit/Charity/Government/NGO,Sweden,Europe,191,0.00%,191,0.00%,,99,92,,,,2,96,0,191,0.00%
Rimi,Retail or grocery sector,Food and Beverage,Latvia,Europe,"13,140",0.02%,"13,140",0.02%,,,,"4,000","9,140",,2,"6,570","9,140","4,000",69.56%
RINA,Engineering and consulting services,Consulting Services,Italy,Europe,500,0.00%,500,0.00%,,,,,,500,0,500,500,0,100.00%
RingGo,Technology,Technology/Telecommunications,United Kingdom,Europe,182,0.00%,182,0.00%,,,,,,182,0,182,182,0,100.00%
Rio Tinto,Mining,Energy/Mining/Utilities,United Kingdom,Europe,53,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,53,0.00%
Ripe Insurance,Insurance Company,Financial Services,United Kingdom,Europe,236,0.00%,236,0.00%,,,,,109,127,1,118,236,0,100.00%
Ripple,Finance/Blockchain Technology,Technology/Telecommunications,United States,North America,"5,776",0.01%,"5,776",0.01%,,,"3,376",,"2,400",,2,"2,888","2,400","3,376",41.55%
Riva UK Ltd,Manufacturing,Manufacturing/Engineering,United Kingdom,Europe,45,0.00%,45,0.00%,,,,,,45,0,45,45,0,100.00%
River Lee Hotel,Hospitality,Travel & Tourism,Ireland,Europe,200,0.00%,200,0.00%,,,,,,200,0,200,200,0,100.00%
Riverlee,Real Estate,Real Estate,Australia,Oceania,319,0.00%,319,0.00%,,,,,,319,0,319,319,0,100.00%
Riversun Nursery Limited,Agriculture/Forestry/Farming,Agriculture/Agribusiness/Resources,New Zealand,Oceania,"1,987",0.00%,"1,987",0.00%,,,769,646,,572,2,662,572,"1,415",28.79%
Rix90,Radio,Entertainment/Media/Sports,United States,North America,22,0.00%,22,0.00%,,,10,12,,,2,11,0,22,0.00%
RKF Group,Real Estate,Real Estate,Russia,Europe,10,0.00%,10,0.00%,,,,,,10,0,10,10,0,100.00%
Road Trip Club,Travel and Tourism,Travel & Tourism,United States,North America,200,0.00%,200,0.00%,,,200,,,,1,200,0,200,0.00%
ROAR AFRICA,Travel and tourism,Travel & Tourism,South Africa,Africa,"2,686",0.00%,"2,686",0.00%,,,,"1,067","1,121",498,2,895,"1,619","1,067",60.28%
Robert Allan,Engineering,Manufacturing/Engineering,Canada,North America,186,0.00%,186,0.00%,,,,,,186,0,186,186,0,100.00%
Roberto Coin,Luxury Goods,Apparel/Fashion,Italy,Europe,246,0.00%,246,0.00%,,,,,,246,0,246,246,0,100.00%
Robinhood,Financial Services,Financial Services,United States,North America,91,0.00%,91,0.00%,,,91,,,,1,91,0,91,0.00%
Rock in Rio,Entertainment/Events,Entertainment/Media/Sports,Brazil,South America,"7,882",0.01%,"7,882",0.01%,,,,"3,971","3,911",,2,"3,941","3,911","3,971",49.62%
Rocket Companies,Real Estate,Others,United States,North America,40,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,40,0.00%
Rockingham,Government,Non-profit/Charity/Government/NGO,Australia,Oceania,804,0.00%,804,0.00%,,,,,,804,0,804,804,0,100.00%
Rockwealth,Financial Services,Financial Services,United States,North America,274,0.00%,274,0.00%,,,274,,,,1,274,0,274,0.00%
Rokos Services,Services,Consulting Services,United Kingdom,Europe,"2,846",0.00%,"2,846",0.00%,,,,,"2,846",,1,"2,846","2,846",0,100.00%
Roland Berger,Consulting,Consulting Services,Germany,Europe,"11,787",0.02%,"11,787",0.02%,,"1,565","7,636",,"2,586",,3,"3,929","2,586","9,201",21.94%
Rolling Stones,Music,Entertainment/Media/Sports,United Kingdom,Europe,25,0.00%,25,0.00%,,25,,,,,1,25,0,25,0.00%
Roman,Fashion/Apparel,Apparel/Fashion,Italy,Europe,626,0.00%,626,0.00%,,,,626,,,1,626,0,626,0.00%
RON BARCELO,Hospitality and Tourism,Travel & Tourism,Spain,Europe,"48,070",0.06%,"17,720",0.03%,"17,720",,,,,,1,"17,720",0,"48,070",0.00%
Root Capital,Financial Services,Financial Services,United States,North America,242,0.00%,242,0.00%,,,,28,32,182,2,81,214,28,88.43%
Rory McIlroy Enterprises,Sports and Entertainment,Entertainment/Media/Sports,Northern Ireland,Europe,"1,174",0.00%,"1,174",0.00%,,,,412,20,742,2,391,762,412,64.91%
Roschier,Law and legal services,Consulting Services,Finland,Europe,493,0.00%,493,0.00%,,493,,,,,1,493,0,493,0.00%
Rose International,Staffing and Recruiting,Consulting Services,United States,North America,19,0.00%,19,0.00%,,,,,19,,1,19,19,0,100.00%
Roslagens Sparbank,Banking,Financial Services,Sweden,Europe,80,0.00%,80,0.00%,,,80,,,,1,80,0,80,0.00%
Rosminian Fathers,Religious Organizations,Non-profit/Charity/Government/NGO,Italy,Europe,16,0.00%,16,0.00%,,,,,,16,0,16,16,0,100.00%
Ross,Financial Services,Financial Services,United States,North America,43,0.00%,43,0.00%,,,,,,43,0,43,43,0,100.00%
Ross Strategic,Management Consulting,Consulting Services,United States,North America,50,0.00%,50,0.00%,,,,,50,,1,50,50,0,100.00%
Rösterei Bohnenschmiede,Food and Beverage,Food and Beverage,Germany,Europe,162,0.00%,162,0.00%,,,,,162,,1,162,162,0,100.00%
Rotary International,Non-profit organization,Non-profit/Charity/Government/NGO,United States,North America,14,0.00%,14,0.00%,,,,,14,,1,14,14,0,100.00%
Rothschild & Co,Financial Services,Financial Services,France,Europe,"1,666",0.00%,"1,666",0.00%,,,,,,"1,666",0,"1,666","1,666",0,100.00%
Routes,Travel and tourism,Travel & Tourism,United States,North America,113,0.00%,113,0.00%,,,,,113,,1,113,113,0,100.00%
Rover,Automotive or technology sector,Transportation/Logistics,United Kingdom,Europe,214,0.00%,214,0.00%,,,,,214,,1,214,214,0,100.00%
Rovio,Technology/Entertainment,Entertainment/Media/Sports,Finland,Europe,"3,393",0.00%,"3,393",0.01%,,,,,"3,393",,1,"3,393","3,393",0,100.00%
Royal African Safaris,Travel & Tourism,Travel & Tourism,South Africa,Africa,686,0.00%,686,0.00%,,,,,,686,0,686,686,0,100.00%
Royal Australian and New Zealand College of Obstetricians and Gynaecologists,Healthcare,Healthcare/Pharmaceuticals,Australia,Oceania,50,0.00%,50,0.00%,,,,,,50,0,50,50,0,100.00%
Royal Canadian Mounted Police,Government/ Law Enforcement,Non-profit/Charity/Government/NGO,Canada,North America,"2,012",0.00%,"2,012",0.00%,"2,012",,,,,,1,"2,012",0,"2,012",0.00%
Royal Court,Hospitality/Hotel industry,Travel & Tourism,United Kingdom,Europe,"1,369",0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,"1,369",0.00%
Royal Dutch Touring Club ANWB,Travel and Tourism,Travel & Tourism,Netherlands,Europe,"77,585",0.10%,"75,169",0.11%,"41,790","2,547","5,413","17,812","7,607",,5,"15,034","7,607","69,978",9.80%
Royal Philips NV,Technology/Electronics,Technology/Telecommunications,Netherlands,Europe,"150,354",0.20%,"103,554",0.16%,"90,600","3,065",,,"9,889",,3,"34,518","9,889","140,465",6.58%
Royal Reesink,Agriculture/Heavy Machinery sector,Construction/Engineering,Netherlands,Europe,"1,381",0.00%,"1,381",0.00%,,,"1,381",,,,1,"1,381",0,"1,381",0.00%
RP Investment Advisors,Financial Services,Financial Services,United States,North America,43,0.00%,43,0.00%,,,,,,43,0,43,43,0,100.00%
RPKT,Real Estate,Others,United States,North America,19,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,19,0.00%
RPL,Technology/Software,Technology/Telecommunications,India,Asia,109,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,109,0.00%
RTA Studio,Architecture & Design,Construction/Engineering,United Kingdom,Europe,43,0.00%,43,0.00%,,,,43,,,1,43,0,43,0.00%
Rubicon Carbon,Energy,Energy/Mining/Utilities,United States,North America,27,0.00%,27,0.00%,,,,,,27,0,27,27,0,100.00%
Rubio,Finance,Financial Services,United States,North America,24,0.00%,24,0.00%,,,,,,24,0,24,24,0,100.00%
Rubix,Industrial distribution,Others,United Kingdom,Europe,50,0.00%,50,0.00%,,,,,50,,1,50,50,0,100.00%
Ruffer,Finance/Investment Management,Financial Services,United Kingdom,Europe,939,0.00%,939,0.00%,,750,189,,,,2,470,0,939,0.00%
Rugby World Cup France,Sports,Entertainment/Media/Sports,France,Europe,"10,000",0.01%,"10,000",0.02%,,,,,,"10,000",0,"10,000","10,000",0,100.00%
Rukakeskus,Retail or e-commerce sector,Retail,Finland,Europe,842,0.00%,842,0.00%,,35,697,,110,,3,281,110,732,13.06%
Rumblewood,Furniture,Retail,United States,North America,20,0.00%,20,0.00%,20,,,,,,1,20,0,20,0.00%
Russell Cooke,Law firm,Consulting Services,United Kingdom,Europe,603,0.00%,603,0.00%,,,,33,570,,2,302,570,33,94.53%
Russell Reynolds,Executive Search and Recruitment,Consulting Services,United States,North America,"1,236",0.00%,"1,236",0.00%,,,,"1,236",,,1,"1,236",0,"1,236",0.00%
RWTH Aachen University,Education,Others,Germany,Europe,10,0.00%,10,0.00%,,,,10,,,1,10,0,10,0.00%
Ryde,Technology,Technology/Telecommunications,United States,North America,175,0.00%,175,0.00%,,,,,,175,0,175,175,0,100.00%
Rynd,Real Estate,Others,Netherlands,Europe,44,0.00%,44,0.00%,,,,44,,,1,44,0,44,0.00%
S-Klimakonto,Financial Services,Financial Services,Germany,Europe,600,0.00%,600,0.00%,,,,,,600,0,600,600,0,100.00%
S-Markt,Retail sector,Retail,Germany,Europe,600,0.00%,600,0.00%,,,,,600,,1,600,600,0,100.00%
S. Kian Seng,Manufacturing/Industrial Sector,Construction/Engineering,Singapore,Asia,235,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,235,0.00%
S.Y. Twizzle,Toy,Retail,China,Asia,177,0.00%,177,0.00%,,177,,,,,1,177,0,177,0.00%
SAB Catering,Food and Beverage industry,Food and Beverage,South Africa,Africa,434,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,434,0.00%
Safari Line,Cruise Lines,Travel & Tourism,Germany,Europe,29,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,29,0.00%
Safe Water Supply,Water Utilities,Energy/Mining/Utilities,United States,North America,"136,306",0.18%,"136,306",0.21%,,,,,,"136,306",0,"136,306","136,306",0,100.00%
SafeAtWork,Safety and security,Consulting Services,United States,North America,32,0.00%,32,0.00%,,,,,,32,0,32,32,0,100.00%
SAFECHEM,Chemicals,Manufacturing/Engineering,Germany,Europe,45,0.00%,45,0.00%,,,,,45,,1,45,45,0,100.00%
Safpro,Industrial Supply,Manufacturing/Engineering,Canada,North America,40,0.00%,40,0.00%,,,,,,40,0,40,40,0,100.00%
SAGENE BRYGGERI AS,Food & Beverage,Food and Beverage,Norway,Europe,603,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,603,0.00%
Sainsbury's,Retail,Retail,United Kingdom,Europe,36,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,36,0.00%
Saint Charles Organics,Food and Beverage,Food and Beverage,Germany,Europe,50,0.00%,50,0.00%,,,,,50,,1,50,50,0,100.00%
Saint-Gobain,Building materials,Construction/Engineering,Sweden,Europe,34,0.00%,34,0.00%,,,34,,,,1,34,0,34,0.00%
Sala Sparbank,Banking,Financial Services,Sweden,Europe,72,0.00%,72,0.00%,,,,72,,,1,72,0,72,0.00%
Salema Eco Camp,Hospitality/Tourism/Outdoor Recreation,Travel & Tourism,Portugal,Europe,385,0.00%,385,0.00%,,,175,210,,,2,193,0,385,0.00%
Salesforce,Technology/Software,Technology/Telecommunications,United States,North America,"51,932",0.07%,"49,932",0.08%,,,,"49,932",,,1,"49,932",0,"51,932",0.00%
Salisbury,Food and beverage industry,Food and Beverage,United Kingdom,Europe,555,0.00%,555,0.00%,,,,,555,,1,555,555,0,100.00%
SALON,Media,Entertainment/Media/Sports,United States,North America,22,0.00%,22,0.00%,,,,,,22,0,22,22,0,100.00%
SALTO Systems,Security,Technology/Telecommunications,Spain,Europe,107,0.00%,107,0.00%,,,,32,55,20,2,36,75,32,70.09%
Sampoerna,Tobacco industry,Healthcare/Pharmaceuticals,Indonesia,Asia,677,0.00%,677,0.00%,,,,677,,,1,677,0,677,0.00%
Samsara,Technology/Internet of Things (IoT),Technology/Telecommunications,United States,North America,"5,000",0.01%,"5,000",0.01%,,,"5,000",,,,1,"5,000",0,"5,000",0.00%
Samsung,Electronics,Technology/Telecommunications,South Korea,Asia,"4,793",0.01%,"4,693",0.01%,,,,,,"4,693",0,"4,693","4,693",100,97.91%
Sana Pharma,Pharmaceuticals,Healthcare/Pharmaceuticals,India,Asia,10,0.00%,10,0.00%,,,,10,,,1,10,0,10,0.00%
Sandland,Packaging,Manufacturing/Engineering,Sandland,Asia,250,0.00%,250,0.00%,,,,,,250,0,250,250,0,100.00%
Sands,Hospitality and Gaming,Travel & Tourism,United States,North America,"17,622",0.02%,"17,622",0.03%,,,,,,"17,622",0,"17,622","17,622",0,100.00%
Sandstorm Gold,Metals & Mining,Energy/Mining/Utilities,Canada,North America,20,0.00%,20,0.00%,,,,,,20,0,20,20,0,100.00%
Sandvik,Manufacturing,Manufacturing/Engineering,Sweden,Europe,472,0.00%,472,0.00%,,,,,,472,0,472,472,0,100.00%
Sanlam,Financial Services,Financial Services,South Africa,Africa,"1,465",0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,"1,465",0.00%
Sanofi,Pharmaceuticals,Healthcare/Pharmaceuticals,France,Europe,34,0.00%,34,0.00%,,,,,,34,0,34,34,0,100.00%
Sanoma,Media and Publishing,Entertainment/Media/Sports,Finland,Europe,500,0.00%,500,0.00%,,,,,500,,1,500,500,0,100.00%
Sans Ceuticals,Pharmaceuticals,Healthcare/Pharmaceuticals,United Kingdom,Europe,16,0.00%,16,0.00%,,,,,16,,1,16,16,0,100.00%
Santa Maria,Food and beverage industry,Food and Beverage,Sweden,Europe,500,0.00%,500,0.00%,,,,,500,,1,500,500,0,100.00%
SAP,Technology/Software,Technology/Telecommunications,Germany,Europe,"275,181",0.37%,"54,403",0.08%,"22,382","2,416",17,"14,653","14,935",,5,"10,881","14,935","260,246",5.43%
Sapio Group,Business/Consulting Services,Consulting Services,Italy,Europe,115,0.00%,115,0.00%,,,,,115,,1,115,115,0,100.00%
Sasol,Energy/Chemicals,Energy/Mining/Utilities,South Africa,Africa,"73,100",0.10%,"73,100",0.11%,,,,600,,"72,500",1,"36,550","72,500",600,99.18%
Sasse + Sasse,Law firm,Consulting Services,Germany,Europe,45,0.00%,45,0.00%,,,,,45,,1,45,45,0,100.00%
Saudi Motorsport Company,Automotive/Racing industry,Transportation/Logistics,Saudi Arabia,Asia,"6,924",0.01%,"6,924",0.01%,,,,,"6,924",,1,"6,924","6,924",0,100.00%
Saudi National Bank,Banking,Financial Services,Saudi Arabia,Middle East,"8,463",0.01%,"8,463",0.01%,,,,,,"8,463",0,"8,463","8,463",0,100.00%
Save the Children,Non-profit/Charity,Non-profit/Charity/Government/NGO,United Kingdom,Europe,225,0.00%,225,0.00%,,,,127,,98,1,113,98,127,43.56%
Save The Duck,Fashion/Apparel,Apparel/Fashion,Italy,Europe,"9,256",0.01%,"9,256",0.01%,,,"2,500",,"6,191",565,2,"3,085","6,756","2,500",72.99%
Save the Elephants,Non-profit/Conservation,Agriculture/Agribusiness/Resources,Kenya,Africa,782,0.00%,782,0.00%,,,438,,,344,1,391,344,438,43.99%
SaxonAir,Aviation/Airline industry,Transportation/Logistics,United Kingdom,Europe,300,0.00%,300,0.00%,,,,,300,,1,300,300,0,100.00%
SBAB Bank AB,Banking,Financial Services,Sweden,Europe,525,0.00%,525,0.00%,,,,,,525,0,525,525,0,100.00%
SBRS GmbH,Information Technology,Technology/Telecommunications,Germany,Europe,381,0.00%,381,0.00%,,,,,,381,0,381,381,0,100.00%
SBS,Real Estate,Real Estate,South Korea,Asia,19,0.00%,19,0.00%,,,,,,19,0,19,19,0,100.00%
SBS Insurance,Insurance,Financial Services,New Zealand,Oceania,50,0.00%,50,0.00%,,,,50,,,1,50,0,50,0.00%
Scandinavian Travel,Travel and Tourism,Travel & Tourism,Sweden,Europe,170,0.00%,170,0.00%,,,,,,170,0,170,170,0,100.00%
ScanLAB Projects,"Technology, 3D Scanning, Digital Design",Technology/Telecommunications,United Kingdom,Europe,20,0.00%,20,0.00%,,,,20,,,1,20,0,20,0.00%
SCC,Construction,Construction/Engineering,United States,North America,"2,348",0.00%,"2,348",0.00%,,"1,134",199,"1,015",,,3,783,0,"2,348",0.00%
Scenic Air Safaris Ltd,Travel and Tourism,Travel & Tourism,New Zealand,Oceania,"3,404",0.00%,"3,404",0.01%,,,,800,"1,204","1,400",2,"1,135","2,604",800,76.50%
Schaeffler,Automotive,Transportation/Logistics,Germany,Europe,15,0.00%,15,0.00%,,,,15,,,1,15,0,15,0.00%
SCHARR,Healthcare,Healthcare/Pharmaceuticals,Germany,Europe,814,0.00%,814,0.00%,,,814,,,,1,814,0,814,0.00%
Schellenberg,Textile Manufacturing,Manufacturing/Engineering,Germany,Europe,100,0.00%,100,0.00%,,,,,,100,0,100,100,0,100.00%
SCHERA GmbH,Fashion/Apparel,Apparel/Fashion,Germany,Europe,690,0.00%,690,0.00%,,,,,690,,1,690,690,0,100.00%
Schinko GmbH,Metalware producer,Manufacturing/Engineering,Austria,Europe,"1,839",0.00%,"1,839",0.00%,,,300,,758,781,2,613,"1,539",300,83.69%
Schlagmann,Construction or building materials industry,Construction/Engineering,Germany,Europe,"5,610",0.01%,"5,610",0.01%,"3,500",,"1,000","1,000",,110,3,"1,403",110,"5,500",1.96%
"Schmidt, Kranz & Co. GmbH",Manufacturing / Industrial Machinery,Construction/Engineering,Germany,Europe,"1,000",0.00%,"1,000",0.00%,,,,"1,000",,,1,"1,000",0,"1,000",0.00%
Schneider Electric,Technology/Electronics,Technology/Telecommunications,France,Europe,"36,289",0.05%,"25,289",0.04%,"25,289",,,,,,1,"25,289",0,"36,289",0.00%
Schornsteinfegerhandwerk NRW e.V.,Construction/Building Maintenance/Chimney Sweeping,Construction/Engineering,Germany,Europe,900,0.00%,900,0.00%,,900,,,,,1,900,0,900,0.00%
Schroder,Finance & Investment,Financial Services,United Kingdom,Europe,"29,114",0.04%,"29,114",0.04%,,,"18,300","4,428","2,049","4,337",3,"7,279","6,386","22,728",21.93%
Schröders Agentur,Advertising Agency,Advertising/Marketing/PR,Germany,Europe,16,0.00%,16,0.00%,,16,,,,,1,16,0,16,0.00%
Schuh,Retail - Footwear,Retail,United Kingdom,Europe,354,0.00%,354,0.00%,,,,,,354,0,354,354,0,100.00%
Schulte,Packaging,Retail,Germany,Europe,"1,175",0.00%,"1,175",0.00%,,,,"1,025",,150,1,588,150,"1,025",12.77%
Schumann,Consulting,Consulting Services,Germany,Europe,31,0.00%,31,0.00%,,,,,,31,0,31,31,0,100.00%
Schwarz Group,Automotive industry,Manufacturing/Engineering,Germany,Europe,130,0.00%,130,0.00%,,,,,,130,0,130,130,0,100.00%
Schwärzler,Hospitality,Travel & Tourism,Austria,Europe,64,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,64,0.00%
Schweriner Feuerbestattungs- und Dienstleistungs- GmbH,Funeral services,Non-profit/Charity/Government/NGO,Germany,Europe,"1,033",0.00%,"1,033",0.00%,,,,"1,033",,,1,"1,033",0,"1,033",0.00%
Scope3,Technology/Software,Technology/Telecommunications,United States,North America,993,0.00%,993,0.00%,,,,21,365,607,2,331,972,21,97.89%
SCOR,Insurance/Reinsurance,Financial Services,France,Europe,"4,382",0.01%,"4,382",0.01%,,,"4,382",,,,1,"4,382",0,"4,382",0.00%
Scotgrip,Construction and industrial safety equipment,Construction/Engineering,United Kingdom,Europe,363,0.00%,363,0.00%,,,,363,,,1,363,0,363,0.00%
Scottish Equity Partners,Finance/Investment sector,Financial Services,United Kingdom,Europe,205,0.00%,205,0.00%,,,,,205,,1,205,205,0,100.00%
Screen Story,Animation Studio,Entertainment/Media/Sports,United States,North America,100,0.00%,100,0.00%,,,100,,,,1,100,0,100,0.00%
SDL,IT Services and IT Consulting,Technology/Telecommunications,United Kingdom,Europe,35,0.00%,0,0.00%,0,0,0,0,0,0,5,0,0,35,0.00%
Sea of Ice,Fashion/Apparel,Apparel/Fashion,United States,North America,"20,758",0.03%,"20,758",0.03%,,,,124,,"20,634",1,"10,379","20,634",124,99.40%
Sea Women Expeditions,"Tourism, Travel, Adventure",Travel & Tourism,United States,North America,50,0.00%,50,0.00%,,,,50,,,1,50,0,50,0.00%
Seadrill,Oil and Gas industry,Energy/Mining/Utilities,Norway,Europe,"2,493",0.00%,"2,493",0.00%,,,,,"1,152","1,341",1,"1,247","2,493",0,100.00%
SearchPilot,Marketing Technology,Technology/Telecommunications,United Kingdom,Europe,24,0.00%,24,0.00%,,,,,,24,0,24,24,0,100.00%
SEAT,Automotive,Transportation/Logistics,Spain,Europe,"247,608",0.33%,"247,608",0.38%,,,,"247,608",,,1,"247,608",0,"247,608",0.00%
Secretly Group,Fashion/Beauty industry,Apparel/Fashion,United States,North America,750,0.00%,750,0.00%,,,750,,,,1,750,0,750,0.00%
Securonix,Cybersecurity,Technology/Telecommunications,United States,North America,236,0.00%,236,0.00%,,,,,,236,0,236,236,0,100.00%
SEDIF,Government / Non-Profit,Non-profit/Charity/Government/NGO,France,Europe,"15,950",0.02%,"8,699",0.01%,,,"7,090",,"1,609",,2,"4,350","1,609","14,341",10.09%
Sediver,Electrical equipment/Utilities,Energy/Mining/Utilities,France,Europe,"4,907",0.01%,"4,907",0.01%,,,"4,907",,,,1,"4,907",0,"4,907",0.00%
